,urls
6423,https://www.pagina12.com.ar/diario/deportes/8-166041-2011-04-12.html
6424,https://www.pagina12.com.ar/diario/deportes/8-166042-2011-04-12.html
6425,https://www.pagina12.com.ar/diario/deportes/8-166031-2011-04-12.html
6426,https://www.pagina12.com.ar/diario/deportes/8-166033-2011-04-12.html
6427,https://www.pagina12.com.ar/diario/deportes/8-166034-2011-04-12.html
6428,https://www.pagina12.com.ar/diario/deportes/8-166035-2011-04-12.html
6429,https://www.pagina12.com.ar/diario/deportes/8-166036-2011-04-12.html
6430,https://www.pagina12.com.ar/diario/deportes/8-166043-2011-04-12.html
6431,https://www.pagina12.com.ar/diario/deportes/8-166044-2011-04-12.html
6432,https://www.pagina12.com.ar/diario/psicologia/9-165705-2011-04-12.html
6433,https://www.pagina12.com.ar/diario/psicologia/9-165706-2011-04-12.html
6434,https://www.pagina12.com.ar/diario/universidad/10-166054-2011-04-12.html
6435,https://www.pagina12.com.ar/diario/universidad/10-166055-2011-04-12.html
6436,https://www.pagina12.com.ar/diario/universidad/10-166056-2011-04-12.html
6437,https://www.pagina12.com.ar/diario/universidad/10-166057-2011-04-12.html
6438,https://www.pagina12.com.ar/diario/universidad/10-166058-2011-04-12.html
6439,https://www.pagina12.com.ar/diario/contratapa/13-166045-2011-04-12.html
6440,https://www.pagina12.com.ar/diario/pirulo/30-166096-2011-04-12.html
6441,https://www.pagina12.com.ar/diario/elpais/1-166153-2011-04-13.html
6442,https://www.pagina12.com.ar/diario/elpais/1-166155-2011-04-13.html
6443,https://www.pagina12.com.ar/diario/elpais/1-166161-2011-04-13.html
6444,https://www.pagina12.com.ar/diario/elpais/1-166163-2011-04-13.html
6445,https://www.pagina12.com.ar/diario/elpais/1-166164-2011-04-13.html
6446,https://www.pagina12.com.ar/diario/elpais/1-166140-2011-04-13.html
6447,https://www.pagina12.com.ar/diario/elpais/1-166141-2011-04-13.html
6448,https://www.pagina12.com.ar/diario/elpais/1-166165-2011-04-13.html
6449,https://www.pagina12.com.ar/diario/elpais/1-166166-2011-04-13.html
6450,https://www.pagina12.com.ar/diario/elpais/1-166169-2011-04-13.html
6451,https://www.pagina12.com.ar/diario/elpais/1-166139-2011-04-13.html
6452,https://www.pagina12.com.ar/diario/elpais/1-166143-2011-04-13.html
6453,https://www.pagina12.com.ar/diario/elpais/1-166145-2011-04-13.html
6454,https://www.pagina12.com.ar/diario/elpais/1-166146-2011-04-13.html
6455,https://www.pagina12.com.ar/diario/elpais/1-166171-2011-04-13.html
6456,https://www.pagina12.com.ar/diario/elpais/1-166172-2011-04-13.html
6457,https://www.pagina12.com.ar/diario/elpais/1-166173-2011-04-13.html
6458,https://www.pagina12.com.ar/diario/elpais/1-166159-2011-04-13.html
6459,https://www.pagina12.com.ar/diario/economia/2-166160-2011-04-13.html
6460,https://www.pagina12.com.ar/diario/economia/2-166162-2011-04-13.html
6461,https://www.pagina12.com.ar/diario/economia/2-166156-2011-04-13.html
6462,https://www.pagina12.com.ar/diario/economia/2-166149-2011-04-13.html
6463,https://www.pagina12.com.ar/diario/economia/2-166151-2011-04-13.html
6464,https://www.pagina12.com.ar/diario/economia/2-166152-2011-04-13.html
6465,https://www.pagina12.com.ar/diario/economia/2-166157-2011-04-13.html
6466,https://www.pagina12.com.ar/diario/economia/2-166158-2011-04-13.html
6467,https://www.pagina12.com.ar/diario/sociedad/3-166142-2011-04-13.html
6468,https://www.pagina12.com.ar/diario/sociedad/3-166144-2011-04-13.html
6469,https://www.pagina12.com.ar/diario/sociedad/3-166167-2011-04-13.html
6470,https://www.pagina12.com.ar/diario/sociedad/3-166168-2011-04-13.html
6471,https://www.pagina12.com.ar/diario/sociedad/3-166170-2011-04-13.html
6472,https://www.pagina12.com.ar/diario/sociedad/3-166137-2011-04-13.html
6473,https://www.pagina12.com.ar/diario/sociedad/3-166138-2011-04-13.html
6474,https://www.pagina12.com.ar/diario/cdigital/31-166037-2011-04-13.html
6475,https://www.pagina12.com.ar/diario/cdigital/31-166038-2011-04-13.html
6476,https://www.pagina12.com.ar/diario/suplementos/espectaculos/17-21376-2011-04-13.html
6477,https://www.pagina12.com.ar/diario/suplementos/espectaculos/5-21366-2011-04-13.html
6478,https://www.pagina12.com.ar/diario/suplementos/espectaculos/5-21367-2011-04-13.html
6479,https://www.pagina12.com.ar/diario/suplementos/espectaculos/17-21375-2011-04-13.html
6480,https://www.pagina12.com.ar/diario/suplementos/espectaculos/10-21374-2011-04-13.html
6481,https://www.pagina12.com.ar/diario/suplementos/espectaculos/5-21368-2011-04-13.html
6482,https://www.pagina12.com.ar/diario/suplementos/espectaculos/5-21369-2011-04-13.html
6483,https://www.pagina12.com.ar/diario/suplementos/espectaculos/3-21370-2011-04-13.html
6484,https://www.pagina12.com.ar/diario/suplementos/espectaculos/5-21371-2011-04-13.html
6485,https://www.pagina12.com.ar/diario/suplementos/espectaculos/2-21372-2011-04-13.html
6486,https://www.pagina12.com.ar/diario/suplementos/espectaculos/2-21373-2011-04-13.html
6487,https://www.pagina12.com.ar/diario/suplementos/espectaculos/2-21377-2011-04-13.html
6488,https://www.pagina12.com.ar/diario/suplementos/espectaculos/2-21378-2011-04-13.html
6489,https://www.pagina12.com.ar/diario/suplementos/espectaculos/2-21379-2011-04-13.html
6490,https://www.pagina12.com.ar/diario/suplementos/espectaculos/2-21380-2011-04-13.html
6491,https://www.pagina12.com.ar/diario/suplementos/espectaculos/15-21381-2011-04-13.html
6492,https://www.pagina12.com.ar/diario/laventana/26-166148-2011-04-13.html
6493,https://www.pagina12.com.ar/diario/laventana/26-166147-2011-04-13.html
6494,https://www.pagina12.com.ar/diario/elmundo/4-166174-2011-04-13.html
6495,https://www.pagina12.com.ar/diario/elmundo/4-166135-2011-04-13.html
6496,https://www.pagina12.com.ar/diario/elmundo/4-166136-2011-04-13.html
6497,https://www.pagina12.com.ar/diario/elmundo/4-166150-2011-04-13.html
6498,https://www.pagina12.com.ar/diario/elmundo/4-166154-2011-04-13.html
6499,https://www.pagina12.com.ar/diario/deportes/8-166132-2011-04-13.html
6500,https://www.pagina12.com.ar/diario/deportes/8-166129-2011-04-13.html
6501,https://www.pagina12.com.ar/diario/deportes/8-166130-2011-04-13.html
6502,https://www.pagina12.com.ar/diario/deportes/8-166131-2011-04-13.html
6503,https://www.pagina12.com.ar/diario/deportes/8-166133-2011-04-13.html
6504,https://www.pagina12.com.ar/diario/deportes/8-166134-2011-04-13.html
6505,https://www.pagina12.com.ar/diario/deportes/8-166121-2011-04-13.html
6506,https://www.pagina12.com.ar/diario/deportes/8-166122-2011-04-13.html
6507,https://www.pagina12.com.ar/diario/deportes/8-166123-2011-04-13.html
6508,https://www.pagina12.com.ar/diario/deportes/8-166124-2011-04-13.html
6509,https://www.pagina12.com.ar/diario/psicologia/9-165705-2011-04-13.html
6510,https://www.pagina12.com.ar/diario/psicologia/9-165706-2011-04-13.html
6511,https://www.pagina12.com.ar/diario/ciencia/19-166127-2011-04-13.html
6512,https://www.pagina12.com.ar/diario/ciencia/19-166128-2011-04-13.html
6513,https://www.pagina12.com.ar/diario/universidad/10-166054-2011-04-13.html
6514,https://www.pagina12.com.ar/diario/universidad/10-166055-2011-04-13.html
6515,https://www.pagina12.com.ar/diario/universidad/10-166056-2011-04-13.html
6516,https://www.pagina12.com.ar/diario/universidad/10-166057-2011-04-13.html
6517,https://www.pagina12.com.ar/diario/universidad/10-166058-2011-04-13.html
6518,https://www.pagina12.com.ar/diario/contratapa/13-166126-2011-04-13.html
6519,https://www.pagina12.com.ar/diario/cartas/24-166125-2011-04-13.html
6520,https://www.pagina12.com.ar/diario/pirulo/30-166175-2011-04-13.html
6521,https://www.pagina12.com.ar/diario/elpais/1-166225-2011-04-14.html
6522,https://www.pagina12.com.ar/diario/elpais/1-166226-2011-04-14.html
6523,https://www.pagina12.com.ar/diario/elpais/1-166227-2011-04-14.html
6524,https://www.pagina12.com.ar/diario/elpais/1-166240-2011-04-14.html
6525,https://www.pagina12.com.ar/diario/elpais/1-166241-2011-04-14.html
6526,https://www.pagina12.com.ar/diario/elpais/1-166242-2011-04-14.html
6527,https://www.pagina12.com.ar/diario/elpais/1-166243-2011-04-14.html
6528,https://www.pagina12.com.ar/diario/elpais/1-166230-2011-04-14.html
6529,https://www.pagina12.com.ar/diario/elpais/1-166231-2011-04-14.html
6530,https://www.pagina12.com.ar/diario/elpais/1-166239-2011-04-14.html
6531,https://www.pagina12.com.ar/diario/elpais/1-166235-2011-04-14.html
6532,https://www.pagina12.com.ar/diario/elpais/1-166215-2011-04-14.html
6533,https://www.pagina12.com.ar/diario/elpais/1-166216-2011-04-14.html
6534,https://www.pagina12.com.ar/diario/elpais/1-166228-2011-04-14.html
6535,https://www.pagina12.com.ar/diario/elpais/1-166229-2011-04-14.html
6536,https://www.pagina12.com.ar/diario/economia/2-166244-2011-04-14.html
6537,https://www.pagina12.com.ar/diario/economia/2-166245-2011-04-14.html
6538,https://www.pagina12.com.ar/diario/economia/2-166204-2011-04-14.html
6539,https://www.pagina12.com.ar/diario/economia/2-166205-2011-04-14.html
6540,https://www.pagina12.com.ar/diario/economia/2-166217-2011-04-14.html
6541,https://www.pagina12.com.ar/diario/economia/2-166218-2011-04-14.html
6542,https://www.pagina12.com.ar/diario/economia/2-166219-2011-04-14.html
6543,https://www.pagina12.com.ar/diario/economia/2-166220-2011-04-14.html
6544,https://www.pagina12.com.ar/diario/sociedad/3-166221-2011-04-14.html
6545,https://www.pagina12.com.ar/diario/sociedad/3-166222-2011-04-14.html
6546,https://www.pagina12.com.ar/diario/sociedad/3-166223-2011-04-14.html
6547,https://www.pagina12.com.ar/diario/sociedad/3-166238-2011-04-14.html
6548,https://www.pagina12.com.ar/diario/sociedad/3-166224-2011-04-14.html
6549,https://www.pagina12.com.ar/diario/sociedad/3-166236-2011-04-14.html
6550,https://www.pagina12.com.ar/diario/sociedad/3-166237-2011-04-14.html
6551,https://www.pagina12.com.ar/diario/sociedad/3-166211-2011-04-14.html
6552,https://www.pagina12.com.ar/diario/cdigital/31-166037-2011-04-14.html
6553,https://www.pagina12.com.ar/diario/cdigital/31-166038-2011-04-14.html
6554,https://www.pagina12.com.ar/diario/suplementos/espectaculos/12-21389-2011-04-14.html
6555,https://www.pagina12.com.ar/diario/suplementos/espectaculos/5-21382-2011-04-14.html
6556,https://www.pagina12.com.ar/diario/suplementos/espectaculos/5-21383-2011-04-14.html
6557,https://www.pagina12.com.ar/diario/suplementos/espectaculos/5-21388-2011-04-14.html
6558,https://www.pagina12.com.ar/diario/suplementos/espectaculos/3-21385-2011-04-14.html
6559,https://www.pagina12.com.ar/diario/suplementos/espectaculos/5-21384-2011-04-14.html
6560,https://www.pagina12.com.ar/diario/suplementos/espectaculos/3-21386-2011-04-14.html
6561,https://www.pagina12.com.ar/diario/suplementos/espectaculos/5-21387-2011-04-14.html
6562,https://www.pagina12.com.ar/diario/suplementos/espectaculos/15-21390-2011-04-14.html
6563,https://www.pagina12.com.ar/diario/laventana/26-166148-2011-04-14.html
6564,https://www.pagina12.com.ar/diario/laventana/26-166147-2011-04-14.html
6565,https://www.pagina12.com.ar/diario/elmundo/4-166206-2011-04-14.html
6566,https://www.pagina12.com.ar/diario/elmundo/4-166207-2011-04-14.html
6567,https://www.pagina12.com.ar/diario/elmundo/4-166208-2011-04-14.html
6568,https://www.pagina12.com.ar/diario/elmundo/4-166201-2011-04-14.html
6569,https://www.pagina12.com.ar/diario/elmundo/4-166209-2011-04-14.html
6570,https://www.pagina12.com.ar/diario/elmundo/4-166210-2011-04-14.html
6571,https://www.pagina12.com.ar/diario/elmundo/4-166213-2011-04-14.html
6572,https://www.pagina12.com.ar/diario/elmundo/4-166214-2011-04-14.html
6573,https://www.pagina12.com.ar/diario/deportes/8-166232-2011-04-14.html
6574,https://www.pagina12.com.ar/diario/deportes/8-166233-2011-04-14.html
6575,https://www.pagina12.com.ar/diario/deportes/8-166202-2011-04-14.html
6576,https://www.pagina12.com.ar/diario/deportes/8-166203-2011-04-14.html
6577,https://www.pagina12.com.ar/diario/deportes/8-166234-2011-04-14.html
6578,https://www.pagina12.com.ar/diario/deportes/8-166199-2011-04-14.html
6579,https://www.pagina12.com.ar/diario/deportes/8-166200-2011-04-14.html
6580,https://www.pagina12.com.ar/diario/psicologia/9-166194-2011-04-14.html
6581,https://www.pagina12.com.ar/diario/psicologia/9-166195-2011-04-14.html
6582,https://www.pagina12.com.ar/diario/psicologia/9-166196-2011-04-14.html
6583,https://www.pagina12.com.ar/diario/psicologia/9-166197-2011-04-14.html
6584,https://www.pagina12.com.ar/diario/psicologia/9-166198-2011-04-14.html
6585,https://www.pagina12.com.ar/diario/universidad/10-166054-2011-04-14.html
6586,https://www.pagina12.com.ar/diario/universidad/10-166055-2011-04-14.html
6587,https://www.pagina12.com.ar/diario/universidad/10-166056-2011-04-14.html
6588,https://www.pagina12.com.ar/diario/universidad/10-166057-2011-04-14.html
6589,https://www.pagina12.com.ar/diario/universidad/10-166058-2011-04-14.html
6590,https://www.pagina12.com.ar/diario/contratapa/13-166212-2011-04-14.html
6591,https://www.pagina12.com.ar/diario/pirulo/30-166246-2011-04-14.html
6592,https://www.pagina12.com.ar/diario/elpais/1-166333-2011-04-15.html
6593,https://www.pagina12.com.ar/diario/elpais/1-166334-2011-04-15.html
6594,https://www.pagina12.com.ar/diario/elpais/1-166331-2011-04-15.html
6595,https://www.pagina12.com.ar/diario/elpais/1-166324-2011-04-15.html
6596,https://www.pagina12.com.ar/diario/elpais/1-166325-2011-04-15.html
6597,https://www.pagina12.com.ar/diario/elpais/1-166332-2011-04-15.html
6598,https://www.pagina12.com.ar/diario/elpais/1-166318-2011-04-15.html
6599,https://www.pagina12.com.ar/diario/elpais/1-166289-2011-04-15.html
6600,https://www.pagina12.com.ar/diario/elpais/1-166319-2011-04-15.html
6601,https://www.pagina12.com.ar/diario/elpais/1-166302-2011-04-15.html
6602,https://www.pagina12.com.ar/diario/elpais/1-166304-2011-04-15.html
6603,https://www.pagina12.com.ar/diario/elpais/1-166301-2011-04-15.html
6604,https://www.pagina12.com.ar/diario/elpais/1-166298-2011-04-15.html
6605,https://www.pagina12.com.ar/diario/elpais/1-166300-2011-04-15.html
6606,https://www.pagina12.com.ar/diario/elpais/1-166290-2011-04-15.html
6607,https://www.pagina12.com.ar/diario/elpais/1-166299-2011-04-15.html
6608,https://www.pagina12.com.ar/diario/elpais/1-166303-2011-04-15.html
6609,https://www.pagina12.com.ar/diario/elpais/1-166320-2011-04-15.html
6610,https://www.pagina12.com.ar/diario/elpais/1-166321-2011-04-15.html
6611,https://www.pagina12.com.ar/diario/elpais/1-166322-2011-04-15.html
6612,https://www.pagina12.com.ar/diario/elpais/1-166323-2011-04-15.html
6613,https://www.pagina12.com.ar/diario/elpais/1-166326-2011-04-15.html
6614,https://www.pagina12.com.ar/diario/elpais/1-166327-2011-04-15.html
6615,https://www.pagina12.com.ar/diario/elpais/1-166328-2011-04-15.html
6616,https://www.pagina12.com.ar/diario/economia/2-166314-2011-04-15.html
6617,https://www.pagina12.com.ar/diario/economia/2-166316-2011-04-15.html
6618,https://www.pagina12.com.ar/diario/economia/2-166317-2011-04-15.html
6619,https://www.pagina12.com.ar/diario/economia/2-166267-2011-04-15.html
6620,https://www.pagina12.com.ar/diario/economia/2-166268-2011-04-15.html
6621,https://www.pagina12.com.ar/diario/economia/2-166296-2011-04-15.html
6622,https://www.pagina12.com.ar/diario/economia/2-166297-2011-04-15.html
6623,https://www.pagina12.com.ar/diario/economia/2-166315-2011-04-15.html
6624,https://www.pagina12.com.ar/diario/sociedad/3-166284-2011-04-15.html
6625,https://www.pagina12.com.ar/diario/sociedad/3-166285-2011-04-15.html
6626,https://www.pagina12.com.ar/diario/sociedad/3-166329-2011-04-15.html
6627,https://www.pagina12.com.ar/diario/sociedad/3-166310-2011-04-15.html
6628,https://www.pagina12.com.ar/diario/sociedad/3-166330-2011-04-15.html
6629,https://www.pagina12.com.ar/diario/sociedad/3-166311-2011-04-15.html
6630,https://www.pagina12.com.ar/diario/sociedad/3-166312-2011-04-15.html
6631,https://www.pagina12.com.ar/diario/sociedad/3-166313-2011-04-15.html
6632,https://www.pagina12.com.ar/diario/sociedad/3-166286-2011-04-15.html
6633,https://www.pagina12.com.ar/diario/sociedad/3-166287-2011-04-15.html
6634,https://www.pagina12.com.ar/diario/sociedad/3-166288-2011-04-15.html
6635,https://www.pagina12.com.ar/diario/cdigital/31-166037-2011-04-15.html
6636,https://www.pagina12.com.ar/diario/cdigital/31-166038-2011-04-15.html
6637,https://www.pagina12.com.ar/diario/suplementos/espectaculos/4-21399-2011-04-15.html
6638,https://www.pagina12.com.ar/diario/suplementos/espectaculos/17-21397-2011-04-15.html
6639,https://www.pagina12.com.ar/diario/suplementos/espectaculos/10-21398-2011-04-15.html
6640,https://www.pagina12.com.ar/diario/suplementos/espectaculos/8-21395-2011-04-15.html
6641,https://www.pagina12.com.ar/diario/suplementos/espectaculos/5-21391-2011-04-15.html
6642,https://www.pagina12.com.ar/diario/suplementos/espectaculos/8-21396-2011-04-15.html
6643,https://www.pagina12.com.ar/diario/suplementos/espectaculos/5-21392-2011-04-15.html
6644,https://www.pagina12.com.ar/diario/suplementos/espectaculos/5-21393-2011-04-15.html
6645,https://www.pagina12.com.ar/diario/suplementos/espectaculos/5-21394-2011-04-15.html
6646,https://www.pagina12.com.ar/diario/suplementos/espectaculos/2-21400-2011-04-15.html
6647,https://www.pagina12.com.ar/diario/suplementos/espectaculos/2-21401-2011-04-15.html
6648,https://www.pagina12.com.ar/diario/suplementos/espectaculos/2-21402-2011-04-15.html
6649,https://www.pagina12.com.ar/diario/suplementos/espectaculos/15-21403-2011-04-15.html
6650,https://www.pagina12.com.ar/diario/laventana/26-166148-2011-04-15.html
6651,https://www.pagina12.com.ar/diario/laventana/26-166147-2011-04-15.html
6652,https://www.pagina12.com.ar/diario/elmundo/4-166291-2011-04-15.html
6653,https://www.pagina12.com.ar/diario/elmundo/4-166293-2011-04-15.html
6654,https://www.pagina12.com.ar/diario/elmundo/4-166294-2011-04-15.html
6655,https://www.pagina12.com.ar/diario/elmundo/4-166295-2011-04-15.html
6656,https://www.pagina12.com.ar/diario/elmundo/4-166305-2011-04-15.html
6657,https://www.pagina12.com.ar/diario/elmundo/4-166306-2011-04-15.html
6658,https://www.pagina12.com.ar/diario/elmundo/4-166307-2011-04-15.html
6659,https://www.pagina12.com.ar/diario/elmundo/4-166308-2011-04-15.html
6660,https://www.pagina12.com.ar/diario/elmundo/4-166292-2011-04-15.html
6661,https://www.pagina12.com.ar/diario/elmundo/4-166309-2011-04-15.html
6662,https://www.pagina12.com.ar/diario/deportes/8-166269-2011-04-15.html
6663,https://www.pagina12.com.ar/diario/deportes/8-166271-2011-04-15.html
6664,https://www.pagina12.com.ar/diario/deportes/8-166276-2011-04-15.html
6665,https://www.pagina12.com.ar/diario/deportes/8-166265-2011-04-15.html
6666,https://www.pagina12.com.ar/diario/deportes/8-166266-2011-04-15.html
6667,https://www.pagina12.com.ar/diario/deportes/8-166277-2011-04-15.html
6668,https://www.pagina12.com.ar/diario/deportes/8-166270-2011-04-15.html
6669,https://www.pagina12.com.ar/diario/deportes/8-166272-2011-04-15.html
6670,https://www.pagina12.com.ar/diario/deportes/8-166273-2011-04-15.html
6671,https://www.pagina12.com.ar/diario/deportes/8-166274-2011-04-15.html
6672,https://www.pagina12.com.ar/diario/deportes/8-166275-2011-04-15.html
6673,https://www.pagina12.com.ar/diario/deportes/8-166278-2011-04-15.html
6674,https://www.pagina12.com.ar/diario/deportes/8-166279-2011-04-15.html
6675,https://www.pagina12.com.ar/diario/deportes/8-166280-2011-04-15.html
6676,https://www.pagina12.com.ar/diario/psicologia/9-166194-2011-04-15.html
6677,https://www.pagina12.com.ar/diario/psicologia/9-166195-2011-04-15.html
6678,https://www.pagina12.com.ar/diario/psicologia/9-166196-2011-04-15.html
6679,https://www.pagina12.com.ar/diario/psicologia/9-166197-2011-04-15.html
6680,https://www.pagina12.com.ar/diario/psicologia/9-166198-2011-04-15.html
6681,https://www.pagina12.com.ar/diario/universidad/10-166281-2011-04-15.html
6682,https://www.pagina12.com.ar/diario/universidad/10-166283-2011-04-15.html
6683,https://www.pagina12.com.ar/diario/universidad/10-166282-2011-04-15.html
6684,https://www.pagina12.com.ar/diario/universidad/10-166054-2011-04-15.html
6685,https://www.pagina12.com.ar/diario/universidad/10-166055-2011-04-15.html
6686,https://www.pagina12.com.ar/diario/universidad/10-166056-2011-04-15.html
6687,https://www.pagina12.com.ar/diario/universidad/10-166057-2011-04-15.html
6688,https://www.pagina12.com.ar/diario/universidad/10-166058-2011-04-15.html
6689,https://www.pagina12.com.ar/diario/contratapa/13-166264-2011-04-15.html
6690,https://www.pagina12.com.ar/diario/pirulo/30-166335-2011-04-15.html
6691,https://www.pagina12.com.ar/diario/elpais/1-166378-2011-04-16.html
6692,https://www.pagina12.com.ar/diario/elpais/1-166379-2011-04-16.html
6693,https://www.pagina12.com.ar/diario/elpais/1-166380-2011-04-16.html
6694,https://www.pagina12.com.ar/diario/elpais/1-166373-2011-04-16.html
6695,https://www.pagina12.com.ar/diario/elpais/1-166368-2011-04-16.html
6696,https://www.pagina12.com.ar/diario/elpais/1-166369-2011-04-16.html
6697,https://www.pagina12.com.ar/diario/elpais/1-166370-2011-04-16.html
6698,https://www.pagina12.com.ar/diario/elpais/1-166371-2011-04-16.html
6699,https://www.pagina12.com.ar/diario/elpais/1-166372-2011-04-16.html
6700,https://www.pagina12.com.ar/diario/elpais/1-166361-2011-04-16.html
6701,https://www.pagina12.com.ar/diario/elpais/1-166381-2011-04-16.html
6702,https://www.pagina12.com.ar/diario/economia/2-166387-2011-04-16.html
6703,https://www.pagina12.com.ar/diario/economia/2-166388-2011-04-16.html
6704,https://www.pagina12.com.ar/diario/economia/2-166366-2011-04-16.html
6705,https://www.pagina12.com.ar/diario/economia/2-166367-2011-04-16.html
6706,https://www.pagina12.com.ar/diario/sociedad/3-166376-2011-04-16.html
6707,https://www.pagina12.com.ar/diario/sociedad/3-166390-2011-04-16.html
6708,https://www.pagina12.com.ar/diario/sociedad/3-166374-2011-04-16.html
6709,https://www.pagina12.com.ar/diario/sociedad/3-166365-2011-04-16.html
6710,https://www.pagina12.com.ar/diario/sociedad/3-166375-2011-04-16.html
6711,https://www.pagina12.com.ar/diario/cdigital/31-166037-2011-04-16.html
6712,https://www.pagina12.com.ar/diario/cdigital/31-166038-2011-04-16.html
6713,https://www.pagina12.com.ar/diario/suplementos/espectaculos/3-21420-2011-04-16.html
6714,https://www.pagina12.com.ar/diario/suplementos/espectaculos/5-21409-2011-04-16.html
6715,https://www.pagina12.com.ar/diario/suplementos/espectaculos/2-21410-2011-04-16.html
6716,https://www.pagina12.com.ar/diario/suplementos/espectaculos/3-21411-2011-04-16.html
6717,https://www.pagina12.com.ar/diario/suplementos/espectaculos/3-21408-2011-04-16.html
6718,https://www.pagina12.com.ar/diario/suplementos/espectaculos/9-21404-2011-04-16.html
6719,https://www.pagina12.com.ar/diario/suplementos/espectaculos/9-21407-2011-04-16.html
6720,https://www.pagina12.com.ar/diario/suplementos/espectaculos/9-21405-2011-04-16.html
6721,https://www.pagina12.com.ar/diario/suplementos/espectaculos/9-21406-2011-04-16.html
6722,https://www.pagina12.com.ar/diario/suplementos/espectaculos/2-21412-2011-04-16.html
6723,https://www.pagina12.com.ar/diario/suplementos/espectaculos/8-21414-2011-04-16.html
6724,https://www.pagina12.com.ar/diario/suplementos/espectaculos/2-21415-2011-04-16.html
6725,https://www.pagina12.com.ar/diario/suplementos/espectaculos/2-21416-2011-04-16.html
6726,https://www.pagina12.com.ar/diario/suplementos/espectaculos/15-21413-2011-04-16.html
6727,https://www.pagina12.com.ar/diario/suplementos/espectaculos/5-21417-2011-04-16.html
6728,https://www.pagina12.com.ar/diario/suplementos/espectaculos/2-21421-2011-04-16.html
6729,https://www.pagina12.com.ar/diario/laventana/26-166148-2011-04-16.html
6730,https://www.pagina12.com.ar/diario/laventana/26-166147-2011-04-16.html
6731,https://www.pagina12.com.ar/diario/elmundo/4-166389-2011-04-16.html
6732,https://www.pagina12.com.ar/diario/elmundo/4-166391-2011-04-16.html
6733,https://www.pagina12.com.ar/diario/elmundo/4-166392-2011-04-16.html
6734,https://www.pagina12.com.ar/diario/elmundo/4-166364-2011-04-16.html
6735,https://www.pagina12.com.ar/diario/elmundo/4-166377-2011-04-16.html
6736,https://www.pagina12.com.ar/diario/deportes/8-166362-2011-04-16.html
6737,https://www.pagina12.com.ar/diario/deportes/8-166363-2011-04-16.html
6738,https://www.pagina12.com.ar/diario/deportes/8-166357-2011-04-16.html
6739,https://www.pagina12.com.ar/diario/deportes/8-166358-2011-04-16.html
6740,https://www.pagina12.com.ar/diario/deportes/8-166359-2011-04-16.html
6741,https://www.pagina12.com.ar/diario/deportes/8-166360-2011-04-16.html
6742,https://www.pagina12.com.ar/diario/deportes/8-166382-2011-04-16.html
6743,https://www.pagina12.com.ar/diario/deportes/8-166383-2011-04-16.html
6744,https://www.pagina12.com.ar/diario/deportes/8-166385-2011-04-16.html
6745,https://www.pagina12.com.ar/diario/deportes/8-166386-2011-04-16.html
6746,https://www.pagina12.com.ar/diario/psicologia/9-166194-2011-04-16.html
6747,https://www.pagina12.com.ar/diario/psicologia/9-166195-2011-04-16.html
6748,https://www.pagina12.com.ar/diario/psicologia/9-166196-2011-04-16.html
6749,https://www.pagina12.com.ar/diario/psicologia/9-166197-2011-04-16.html
6750,https://www.pagina12.com.ar/diario/psicologia/9-166198-2011-04-16.html
6751,https://www.pagina12.com.ar/diario/universidad/10-166281-2011-04-16.html
6752,https://www.pagina12.com.ar/diario/universidad/10-166283-2011-04-16.html
6753,https://www.pagina12.com.ar/diario/universidad/10-166282-2011-04-16.html
6754,https://www.pagina12.com.ar/diario/universidad/10-166054-2011-04-16.html
6755,https://www.pagina12.com.ar/diario/universidad/10-166055-2011-04-16.html
6756,https://www.pagina12.com.ar/diario/universidad/10-166056-2011-04-16.html
6757,https://www.pagina12.com.ar/diario/universidad/10-166057-2011-04-16.html
6758,https://www.pagina12.com.ar/diario/universidad/10-166058-2011-04-16.html
6759,https://www.pagina12.com.ar/diario/contratapa/13-166384-2011-04-16.html
6760,https://www.pagina12.com.ar/diario/pirulo/30-166393-2011-04-16.html
6761,https://www.pagina12.com.ar/diario/elpais/1-166454-2011-04-17.html
6762,https://www.pagina12.com.ar/diario/elpais/1-166451-2011-04-17.html
6763,https://www.pagina12.com.ar/diario/elpais/1-166449-2011-04-17.html
6764,https://www.pagina12.com.ar/diario/elpais/1-166450-2011-04-17.html
6765,https://www.pagina12.com.ar/diario/elpais/1-166447-2011-04-17.html
6766,https://www.pagina12.com.ar/diario/elpais/1-166446-2011-04-17.html
6767,https://www.pagina12.com.ar/diario/elpais/1-166441-2011-04-17.html
6768,https://www.pagina12.com.ar/diario/elpais/1-166435-2011-04-17.html
6769,https://www.pagina12.com.ar/diario/elpais/1-166434-2011-04-17.html
6770,https://www.pagina12.com.ar/diario/elpais/1-166436-2011-04-17.html
6771,https://www.pagina12.com.ar/diario/elpais/1-166433-2011-04-17.html
6772,https://www.pagina12.com.ar/diario/elpais/1-166437-2011-04-17.html
6773,https://www.pagina12.com.ar/diario/elpais/1-166438-2011-04-17.html
6774,https://www.pagina12.com.ar/diario/elpais/1-166439-2011-04-17.html
6775,https://www.pagina12.com.ar/diario/elpais/1-166440-2011-04-17.html
6776,https://www.pagina12.com.ar/diario/elpais/1-166442-2011-04-17.html
6777,https://www.pagina12.com.ar/diario/elpais/1-166443-2011-04-17.html
6778,https://www.pagina12.com.ar/diario/elpais/1-166444-2011-04-17.html
