,urls
84,https://www.pagina12.com.ar/diario/elpais/1-137979-2010-01-04.html
85,https://www.pagina12.com.ar/diario/elpais/1-137980-2010-01-04.html
86,https://www.pagina12.com.ar/diario/elpais/1-137998-2010-01-04.html
87,https://www.pagina12.com.ar/diario/elpais/1-137999-2010-01-04.html
88,https://www.pagina12.com.ar/diario/elpais/1-137996-2010-01-04.html
89,https://www.pagina12.com.ar/diario/elpais/1-137997-2010-01-04.html
90,https://www.pagina12.com.ar/diario/elpais/1-137995-2010-01-04.html
91,https://www.pagina12.com.ar/diario/elpais/1-137993-2010-01-04.html
92,https://www.pagina12.com.ar/diario/elpais/1-137994-2010-01-04.html
93,https://www.pagina12.com.ar/diario/economia/2-137992-2010-01-04.html
94,https://www.pagina12.com.ar/diario/economia/2-137982-2010-01-04.html
95,https://www.pagina12.com.ar/diario/economia/2-137983-2010-01-04.html
96,https://www.pagina12.com.ar/diario/economia/2-137984-2010-01-04.html
97,https://www.pagina12.com.ar/diario/sociedad/3-137977-2010-01-04.html
98,https://www.pagina12.com.ar/diario/sociedad/3-137989-2010-01-04.html
99,https://www.pagina12.com.ar/diario/sociedad/3-137990-2010-01-04.html
100,https://www.pagina12.com.ar/diario/sociedad/3-137991-2010-01-04.html
101,https://www.pagina12.com.ar/diario/sociedad/3-137978-2010-01-04.html
102,https://www.pagina12.com.ar/diario/laventana/26-137804-2010-01-04.html
103,https://www.pagina12.com.ar/diario/laventana/26-137805-2010-01-04.html
104,https://www.pagina12.com.ar/diario/suplementos/espectaculos/4-16540-2010-01-04.html
105,https://www.pagina12.com.ar/diario/suplementos/espectaculos/17-16537-2010-01-04.html
106,https://www.pagina12.com.ar/diario/suplementos/espectaculos/5-16538-2010-01-04.html
107,https://www.pagina12.com.ar/diario/suplementos/espectaculos/3-16539-2010-01-04.html
108,https://www.pagina12.com.ar/diario/suplementos/espectaculos/2-16541-2010-01-04.html
109,https://www.pagina12.com.ar/diario/suplementos/espectaculos/2-16542-2010-01-04.html
110,https://www.pagina12.com.ar/diario/suplementos/espectaculos/15-16543-2010-01-04.html
111,https://www.pagina12.com.ar/diario/elmundo/4-137986-2010-01-04.html
112,https://www.pagina12.com.ar/diario/elmundo/4-137987-2010-01-04.html
113,https://www.pagina12.com.ar/diario/elmundo/4-137988-2010-01-04.html
114,https://www.pagina12.com.ar/diario/elmundo/4-137975-2010-01-04.html
115,https://www.pagina12.com.ar/diario/elmundo/4-137976-2010-01-04.html
116,https://www.pagina12.com.ar/diario/dialogos/21-137974-2010-01-04.html
117,https://www.pagina12.com.ar/diario/psicologia/9-137843-2010-01-04.html
118,https://www.pagina12.com.ar/diario/psicologia/9-137844-2010-01-04.html
119,https://www.pagina12.com.ar/diario/verano12/23-138000-2010-01-04.html
120,https://www.pagina12.com.ar/diario/contratapa/13-137985-2010-01-04.html
121,https://www.pagina12.com.ar/diario/elpais/1-138060-2010-01-05.html
122,https://www.pagina12.com.ar/diario/elpais/1-138061-2010-01-05.html
123,https://www.pagina12.com.ar/diario/elpais/1-138064-2010-01-05.html
124,https://www.pagina12.com.ar/diario/elpais/1-138062-2010-01-05.html
125,https://www.pagina12.com.ar/diario/elpais/1-138063-2010-01-05.html
126,https://www.pagina12.com.ar/diario/elpais/1-138065-2010-01-05.html
127,https://www.pagina12.com.ar/diario/elpais/1-138066-2010-01-05.html
128,https://www.pagina12.com.ar/diario/elpais/1-138037-2010-01-05.html
129,https://www.pagina12.com.ar/diario/elpais/1-138038-2010-01-05.html
130,https://www.pagina12.com.ar/diario/elpais/1-138039-2010-01-05.html
131,https://www.pagina12.com.ar/diario/elpais/1-138042-2010-01-05.html
132,https://www.pagina12.com.ar/diario/elpais/1-138025-2010-01-05.html
133,https://www.pagina12.com.ar/diario/elpais/1-138043-2010-01-05.html
134,https://www.pagina12.com.ar/diario/elpais/1-138044-2010-01-05.html
135,https://www.pagina12.com.ar/diario/elpais/1-138045-2010-01-05.html
136,https://www.pagina12.com.ar/diario/elpais/1-138040-2010-01-05.html
137,https://www.pagina12.com.ar/diario/elpais/1-138041-2010-01-05.html
138,https://www.pagina12.com.ar/diario/elpais/1-138026-2010-01-05.html
139,https://www.pagina12.com.ar/diario/elpais/1-138027-2010-01-05.html
140,https://www.pagina12.com.ar/diario/economia/2-138052-2010-01-05.html
141,https://www.pagina12.com.ar/diario/economia/2-138053-2010-01-05.html
142,https://www.pagina12.com.ar/diario/economia/2-138054-2010-01-05.html
143,https://www.pagina12.com.ar/diario/economia/2-138055-2010-01-05.html
144,https://www.pagina12.com.ar/diario/economia/2-138056-2010-01-05.html
145,https://www.pagina12.com.ar/diario/economia/2-138017-2010-01-05.html
146,https://www.pagina12.com.ar/diario/economia/2-138018-2010-01-05.html
147,https://www.pagina12.com.ar/diario/economia/2-138019-2010-01-05.html
148,https://www.pagina12.com.ar/diario/sociedad/3-138020-2010-01-05.html
149,https://www.pagina12.com.ar/diario/sociedad/3-138046-2010-01-05.html
150,https://www.pagina12.com.ar/diario/sociedad/3-138047-2010-01-05.html
151,https://www.pagina12.com.ar/diario/sociedad/3-138021-2010-01-05.html
152,https://www.pagina12.com.ar/diario/sociedad/3-138022-2010-01-05.html
153,https://www.pagina12.com.ar/diario/sociedad/3-138023-2010-01-05.html
154,https://www.pagina12.com.ar/diario/sociedad/3-138024-2010-01-05.html
155,https://www.pagina12.com.ar/diario/sociedad/3-138048-2010-01-05.html
156,https://www.pagina12.com.ar/diario/laventana/26-137804-2010-01-05.html
157,https://www.pagina12.com.ar/diario/laventana/26-137805-2010-01-05.html
158,https://www.pagina12.com.ar/diario/suplementos/espectaculos/10-16548-2010-01-05.html
159,https://www.pagina12.com.ar/diario/suplementos/espectaculos/3-16546-2010-01-05.html
160,https://www.pagina12.com.ar/diario/suplementos/espectaculos/11-16547-2010-01-05.html
161,https://www.pagina12.com.ar/diario/suplementos/espectaculos/4-16545-2010-01-05.html
162,https://www.pagina12.com.ar/diario/suplementos/espectaculos/6-16544-2010-01-05.html
163,https://www.pagina12.com.ar/diario/suplementos/espectaculos/4-16549-2010-01-05.html
164,https://www.pagina12.com.ar/diario/suplementos/espectaculos/3-16550-2010-01-05.html
165,https://www.pagina12.com.ar/diario/elmundo/4-138057-2010-01-05.html
166,https://www.pagina12.com.ar/diario/elmundo/4-138058-2010-01-05.html
167,https://www.pagina12.com.ar/diario/elmundo/4-138059-2010-01-05.html
168,https://www.pagina12.com.ar/diario/elmundo/4-138049-2010-01-05.html
169,https://www.pagina12.com.ar/diario/elmundo/4-138050-2010-01-05.html
170,https://www.pagina12.com.ar/diario/elmundo/4-138051-2010-01-05.html
171,https://www.pagina12.com.ar/diario/elmundo/4-138028-2010-01-05.html
172,https://www.pagina12.com.ar/diario/elmundo/4-138029-2010-01-05.html
173,https://www.pagina12.com.ar/diario/elmundo/4-138030-2010-01-05.html
174,https://www.pagina12.com.ar/diario/deportes/8-138031-2010-01-05.html
175,https://www.pagina12.com.ar/diario/deportes/8-138032-2010-01-05.html
176,https://www.pagina12.com.ar/diario/deportes/8-138033-2010-01-05.html
177,https://www.pagina12.com.ar/diario/deportes/8-138034-2010-01-05.html
178,https://www.pagina12.com.ar/diario/deportes/8-138035-2010-01-05.html
179,https://www.pagina12.com.ar/diario/deportes/8-138036-2010-01-05.html
180,https://www.pagina12.com.ar/diario/psicologia/9-137843-2010-01-05.html
181,https://www.pagina12.com.ar/diario/psicologia/9-137844-2010-01-05.html
182,https://www.pagina12.com.ar/diario/verano12/23-138014-2010-01-05.html
183,https://www.pagina12.com.ar/diario/contratapa/13-138016-2010-01-05.html
184,https://www.pagina12.com.ar/diario/elpais/1-138081-2010-01-06.html
185,https://www.pagina12.com.ar/diario/elpais/1-138109-2010-01-06.html
186,https://www.pagina12.com.ar/diario/elpais/1-138110-2010-01-06.html
187,https://www.pagina12.com.ar/diario/elpais/1-138099-2010-01-06.html
188,https://www.pagina12.com.ar/diario/elpais/1-138100-2010-01-06.html
189,https://www.pagina12.com.ar/diario/elpais/1-138096-2010-01-06.html
190,https://www.pagina12.com.ar/diario/elpais/1-138111-2010-01-06.html
191,https://www.pagina12.com.ar/diario/elpais/1-138089-2010-01-06.html
192,https://www.pagina12.com.ar/diario/elpais/1-138094-2010-01-06.html
193,https://www.pagina12.com.ar/diario/elpais/1-138095-2010-01-06.html
194,https://www.pagina12.com.ar/diario/elpais/1-138112-2010-01-06.html
195,https://www.pagina12.com.ar/diario/elpais/1-138113-2010-01-06.html
196,https://www.pagina12.com.ar/diario/economia/2-138101-2010-01-06.html
197,https://www.pagina12.com.ar/diario/economia/2-138102-2010-01-06.html
198,https://www.pagina12.com.ar/diario/economia/2-138103-2010-01-06.html
199,https://www.pagina12.com.ar/diario/economia/2-138105-2010-01-06.html
200,https://www.pagina12.com.ar/diario/economia/2-138108-2010-01-06.html
201,https://www.pagina12.com.ar/diario/economia/2-138097-2010-01-06.html
202,https://www.pagina12.com.ar/diario/economia/2-138104-2010-01-06.html
203,https://www.pagina12.com.ar/diario/economia/2-138106-2010-01-06.html
204,https://www.pagina12.com.ar/diario/economia/2-138107-2010-01-06.html
205,https://www.pagina12.com.ar/diario/sociedad/3-138114-2010-01-06.html
206,https://www.pagina12.com.ar/diario/sociedad/3-138115-2010-01-06.html
207,https://www.pagina12.com.ar/diario/sociedad/3-138116-2010-01-06.html
208,https://www.pagina12.com.ar/diario/sociedad/3-138117-2010-01-06.html
209,https://www.pagina12.com.ar/diario/sociedad/3-138118-2010-01-06.html
210,https://www.pagina12.com.ar/diario/sociedad/3-138119-2010-01-06.html
211,https://www.pagina12.com.ar/diario/laventana/26-138084-2010-01-06.html
212,https://www.pagina12.com.ar/diario/laventana/26-138085-2010-01-06.html
213,https://www.pagina12.com.ar/diario/suplementos/espectaculos/3-16556-2010-01-06.html
214,https://www.pagina12.com.ar/diario/suplementos/espectaculos/3-16553-2010-01-06.html
215,https://www.pagina12.com.ar/diario/suplementos/espectaculos/17-16551-2010-01-06.html
216,https://www.pagina12.com.ar/diario/suplementos/espectaculos/4-16552-2010-01-06.html
217,https://www.pagina12.com.ar/diario/suplementos/espectaculos/7-16557-2010-01-06.html
218,https://www.pagina12.com.ar/diario/suplementos/espectaculos/2-16554-2010-01-06.html
219,https://www.pagina12.com.ar/diario/suplementos/espectaculos/7-16560-2010-01-06.html
220,https://www.pagina12.com.ar/diario/suplementos/espectaculos/7-16558-2010-01-06.html
221,https://www.pagina12.com.ar/diario/suplementos/espectaculos/7-16559-2010-01-06.html
222,https://www.pagina12.com.ar/diario/suplementos/espectaculos/15-16555-2010-01-06.html
223,https://www.pagina12.com.ar/diario/elmundo/4-138120-2010-01-06.html
224,https://www.pagina12.com.ar/diario/elmundo/4-138121-2010-01-06.html
225,https://www.pagina12.com.ar/diario/elmundo/4-138122-2010-01-06.html
226,https://www.pagina12.com.ar/diario/elmundo/4-138086-2010-01-06.html
227,https://www.pagina12.com.ar/diario/elmundo/4-138087-2010-01-06.html
228,https://www.pagina12.com.ar/diario/elmundo/4-138082-2010-01-06.html
229,https://www.pagina12.com.ar/diario/deportes/8-138090-2010-01-06.html
230,https://www.pagina12.com.ar/diario/deportes/8-138091-2010-01-06.html
231,https://www.pagina12.com.ar/diario/deportes/8-138092-2010-01-06.html
232,https://www.pagina12.com.ar/diario/deportes/8-138093-2010-01-06.html
233,https://www.pagina12.com.ar/diario/psicologia/9-137843-2010-01-06.html
234,https://www.pagina12.com.ar/diario/psicologia/9-137844-2010-01-06.html
235,https://www.pagina12.com.ar/diario/ciencia/19-138088-2010-01-06.html
236,https://www.pagina12.com.ar/diario/verano12/23-138098-2010-01-06.html
237,https://www.pagina12.com.ar/diario/contratapa/13-138123-2010-01-06.html
238,https://www.pagina12.com.ar/diario/cartas/24-138124-2010-01-06.html
239,https://www.pagina12.com.ar/diario/elpais/1-138153-2010-01-07.html
240,https://www.pagina12.com.ar/diario/elpais/1-138161-2010-01-07.html
241,https://www.pagina12.com.ar/diario/elpais/1-138162-2010-01-07.html
242,https://www.pagina12.com.ar/diario/elpais/1-138163-2010-01-07.html
243,https://www.pagina12.com.ar/diario/elpais/1-138164-2010-01-07.html
244,https://www.pagina12.com.ar/diario/elpais/1-138165-2010-01-07.html
245,https://www.pagina12.com.ar/diario/elpais/1-138166-2010-01-07.html
246,https://www.pagina12.com.ar/diario/elpais/1-138167-2010-01-07.html
247,https://www.pagina12.com.ar/diario/elpais/1-138168-2010-01-07.html
248,https://www.pagina12.com.ar/diario/economia/2-138169-2010-01-07.html
249,https://www.pagina12.com.ar/diario/economia/2-138170-2010-01-07.html
250,https://www.pagina12.com.ar/diario/economia/2-138171-2010-01-07.html
251,https://www.pagina12.com.ar/diario/sociedad/3-138152-2010-01-07.html
252,https://www.pagina12.com.ar/diario/sociedad/3-138157-2010-01-07.html
253,https://www.pagina12.com.ar/diario/sociedad/3-138150-2010-01-07.html
254,https://www.pagina12.com.ar/diario/sociedad/3-138151-2010-01-07.html
255,https://www.pagina12.com.ar/diario/laventana/26-138084-2010-01-07.html
256,https://www.pagina12.com.ar/diario/laventana/26-138085-2010-01-07.html
257,https://www.pagina12.com.ar/diario/suplementos/espectaculos/5-16565-2010-01-07.html
258,https://www.pagina12.com.ar/diario/suplementos/espectaculos/5-16563-2010-01-07.html
259,https://www.pagina12.com.ar/diario/suplementos/espectaculos/5-16561-2010-01-07.html
260,https://www.pagina12.com.ar/diario/suplementos/espectaculos/17-16569-2010-01-07.html
261,https://www.pagina12.com.ar/diario/suplementos/espectaculos/3-16571-2010-01-07.html
262,https://www.pagina12.com.ar/diario/suplementos/espectaculos/5-16562-2010-01-07.html
263,https://www.pagina12.com.ar/diario/suplementos/espectaculos/2-16564-2010-01-07.html
264,https://www.pagina12.com.ar/diario/suplementos/espectaculos/2-16570-2010-01-07.html
265,https://www.pagina12.com.ar/diario/suplementos/espectaculos/2-16566-2010-01-07.html
266,https://www.pagina12.com.ar/diario/suplementos/espectaculos/2-16567-2010-01-07.html
267,https://www.pagina12.com.ar/diario/suplementos/espectaculos/15-16568-2010-01-07.html
268,https://www.pagina12.com.ar/diario/elmundo/4-138145-2010-01-07.html
269,https://www.pagina12.com.ar/diario/elmundo/4-138146-2010-01-07.html
270,https://www.pagina12.com.ar/diario/elmundo/4-138147-2010-01-07.html
271,https://www.pagina12.com.ar/diario/elmundo/4-138144-2010-01-07.html
272,https://www.pagina12.com.ar/diario/elmundo/4-138148-2010-01-07.html
273,https://www.pagina12.com.ar/diario/elmundo/4-138149-2010-01-07.html
274,https://www.pagina12.com.ar/diario/deportes/8-138143-2010-01-07.html
275,https://www.pagina12.com.ar/diario/deportes/8-138155-2010-01-07.html
276,https://www.pagina12.com.ar/diario/deportes/8-138156-2010-01-07.html
277,https://www.pagina12.com.ar/diario/psicologia/9-138139-2010-01-07.html
278,https://www.pagina12.com.ar/diario/psicologia/9-138140-2010-01-07.html
279,https://www.pagina12.com.ar/diario/psicologia/9-138141-2010-01-07.html
280,https://www.pagina12.com.ar/diario/psicologia/9-138142-2010-01-07.html
281,https://www.pagina12.com.ar/diario/verano12/23-138154-2010-01-07.html
282,https://www.pagina12.com.ar/diario/contratapa/13-138158-2010-01-07.html
283,https://www.pagina12.com.ar/diario/cartas/24-138159-2010-01-07.html
284,https://www.pagina12.com.ar/diario/cartas/24-138160-2010-01-07.html
285,https://www.pagina12.com.ar/diario/elpais/1-138216-2010-01-08.html
286,https://www.pagina12.com.ar/diario/elpais/1-138194-2010-01-08.html
287,https://www.pagina12.com.ar/diario/elpais/1-138198-2010-01-08.html
288,https://www.pagina12.com.ar/diario/elpais/1-138199-2010-01-08.html
289,https://www.pagina12.com.ar/diario/elpais/1-138200-2010-01-08.html
290,https://www.pagina12.com.ar/diario/elpais/1-138185-2010-01-08.html
291,https://www.pagina12.com.ar/diario/elpais/1-138213-2010-01-08.html
292,https://www.pagina12.com.ar/diario/elpais/1-138201-2010-01-08.html
293,https://www.pagina12.com.ar/diario/elpais/1-138202-2010-01-08.html
294,https://www.pagina12.com.ar/diario/elpais/1-138203-2010-01-08.html
295,https://www.pagina12.com.ar/diario/elpais/1-138211-2010-01-08.html
296,https://www.pagina12.com.ar/diario/elpais/1-138212-2010-01-08.html
297,https://www.pagina12.com.ar/diario/economia/2-138214-2010-01-08.html
298,https://www.pagina12.com.ar/diario/economia/2-138215-2010-01-08.html
299,https://www.pagina12.com.ar/diario/sociedad/3-138195-2010-01-08.html
300,https://www.pagina12.com.ar/diario/sociedad/3-138196-2010-01-08.html
301,https://www.pagina12.com.ar/diario/sociedad/3-138204-2010-01-08.html
302,https://www.pagina12.com.ar/diario/sociedad/3-138205-2010-01-08.html
303,https://www.pagina12.com.ar/diario/sociedad/3-138208-2010-01-08.html
304,https://www.pagina12.com.ar/diario/sociedad/3-138209-2010-01-08.html
305,https://www.pagina12.com.ar/diario/sociedad/3-138210-2010-01-08.html
306,https://www.pagina12.com.ar/diario/laventana/26-138084-2010-01-08.html
307,https://www.pagina12.com.ar/diario/laventana/26-138085-2010-01-08.html
308,https://www.pagina12.com.ar/diario/suplementos/espectaculos/5-16576-2010-01-08.html
309,https://www.pagina12.com.ar/diario/suplementos/espectaculos/3-16573-2010-01-08.html
310,https://www.pagina12.com.ar/diario/suplementos/espectaculos/18-16581-2010-01-08.html
311,https://www.pagina12.com.ar/diario/suplementos/espectaculos/4-16580-2010-01-08.html
312,https://www.pagina12.com.ar/diario/suplementos/espectaculos/8-16572-2010-01-08.html
313,https://www.pagina12.com.ar/diario/suplementos/espectaculos/2-16574-2010-01-08.html
314,https://www.pagina12.com.ar/diario/suplementos/espectaculos/2-16575-2010-01-08.html
315,https://www.pagina12.com.ar/diario/suplementos/espectaculos/2-16577-2010-01-08.html
316,https://www.pagina12.com.ar/diario/suplementos/espectaculos/2-16578-2010-01-08.html
317,https://www.pagina12.com.ar/diario/suplementos/espectaculos/2-16582-2010-01-08.html
318,https://www.pagina12.com.ar/diario/suplementos/espectaculos/2-16583-2010-01-08.html
319,https://www.pagina12.com.ar/diario/suplementos/espectaculos/2-16584-2010-01-08.html
320,https://www.pagina12.com.ar/diario/suplementos/espectaculos/15-16579-2010-01-08.html
321,https://www.pagina12.com.ar/diario/elmundo/4-138206-2010-01-08.html
322,https://www.pagina12.com.ar/diario/elmundo/4-138207-2010-01-08.html
323,https://www.pagina12.com.ar/diario/elmundo/4-138186-2010-01-08.html
324,https://www.pagina12.com.ar/diario/elmundo/4-138187-2010-01-08.html
325,https://www.pagina12.com.ar/diario/elmundo/4-138188-2010-01-08.html
326,https://www.pagina12.com.ar/diario/deportes/8-138189-2010-01-08.html
327,https://www.pagina12.com.ar/diario/deportes/8-138191-2010-01-08.html
328,https://www.pagina12.com.ar/diario/deportes/8-138192-2010-01-08.html
329,https://www.pagina12.com.ar/diario/deportes/8-138193-2010-01-08.html
330,https://www.pagina12.com.ar/diario/psicologia/9-138139-2010-01-08.html
331,https://www.pagina12.com.ar/diario/psicologia/9-138140-2010-01-08.html
332,https://www.pagina12.com.ar/diario/psicologia/9-138141-2010-01-08.html
333,https://www.pagina12.com.ar/diario/psicologia/9-138142-2010-01-08.html
334,https://www.pagina12.com.ar/diario/verano12/23-138197-2010-01-08.html
335,https://www.pagina12.com.ar/diario/contratapa/13-138190-2010-01-08.html
336,https://www.pagina12.com.ar/diario/elpais/1-138254-2010-01-09.html
337,https://www.pagina12.com.ar/diario/elpais/1-138255-2010-01-09.html
338,https://www.pagina12.com.ar/diario/elpais/1-138256-2010-01-09.html
339,https://www.pagina12.com.ar/diario/elpais/1-138251-2010-01-09.html
340,https://www.pagina12.com.ar/diario/elpais/1-138252-2010-01-09.html
341,https://www.pagina12.com.ar/diario/elpais/1-138249-2010-01-09.html
342,https://www.pagina12.com.ar/diario/elpais/1-138250-2010-01-09.html
343,https://www.pagina12.com.ar/diario/sociedad/3-138253-2010-01-09.html
344,https://www.pagina12.com.ar/diario/sociedad/3-138248-2010-01-09.html
345,https://www.pagina12.com.ar/diario/sociedad/3-138246-2010-01-09.html
346,https://www.pagina12.com.ar/diario/sociedad/3-138247-2010-01-09.html
347,https://www.pagina12.com.ar/diario/sociedad/3-138232-2010-01-09.html
348,https://www.pagina12.com.ar/diario/laventana/26-138084-2010-01-09.html
349,https://www.pagina12.com.ar/diario/laventana/26-138085-2010-01-09.html
350,https://www.pagina12.com.ar/diario/elmundo/4-138244-2010-01-09.html
351,https://www.pagina12.com.ar/diario/elmundo/4-138245-2010-01-09.html
352,https://www.pagina12.com.ar/diario/elmundo/4-138233-2010-01-09.html
353,https://www.pagina12.com.ar/diario/elmundo/4-138234-2010-01-09.html
354,https://www.pagina12.com.ar/diario/elmundo/4-138235-2010-01-09.html
355,https://www.pagina12.com.ar/diario/suplementos/espectaculos/17-16586-2010-01-09.html
356,https://www.pagina12.com.ar/diario/suplementos/espectaculos/3-16587-2010-01-09.html
357,https://www.pagina12.com.ar/diario/suplementos/espectaculos/3-16585-2010-01-09.html
358,https://www.pagina12.com.ar/diario/suplementos/espectaculos/9-16591-2010-01-09.html
359,https://www.pagina12.com.ar/diario/suplementos/espectaculos/2-16592-2010-01-09.html
360,https://www.pagina12.com.ar/diario/suplementos/espectaculos/17-16593-2010-01-09.html
361,https://www.pagina12.com.ar/diario/suplementos/espectaculos/9-16588-2010-01-09.html
